id,Category,Intension,Augmented Intension with GPT4
00190,Posts,"Create an Instagram story to advertise an antique vase available at a store with a brown color scheme. The promotion offers up to a 50% discount and is only available from October 22-25, 2023.","An opulent antique vase sits on a mahogany shelf bathed in warm, ambient light. The vase, showcasing intricate carvings and a patina of age, is the centerpiece of an Instagram story for a cozy, brown-themed antique store. Fluttering autumn leaves in the background subtly indicate the dates, October 22-25, 2023. A bold, vintage-style banner unfurls across the bottom, revealing a tantalizing offer: ""Up to 50% discount."""
00191,Posts,"Create a recruitment advertisement for a company with open positions for Graphic Design, Marketing Staff, Content Creator, and Mobile Developer. Provide company contact information for interested applicants to send their CV to.","An inviting, dynamic recruitment advertisement illustrated with a modern, sleek corporate skyscraper. The open positions of Graphic Design, Marketing Staff, Content Creator, and Mobile Developer are prominently displayed in bold, contemporary fonts. Each job title is accompanied by relevant, engaging icons: a stylized paintbrush, a megaphone, a pen, and a smartphone respectively. At the bottom, in a professional, clear font, the company's contact information is provided for potential applicants to submit their CVs."
00192,Posts,"Create a recruiting post for a data analyst position. Include company logo, application deadline, and instructions on how to apply. Contact email is hello@yourmail.com.","A vibrant corporate backdrop in hues of blue and white, featuring a prominent, modern logo of the company at the top. Below, bold, black text announces ""Data Analyst Position Open."" A sleek calendar icon with the application deadline is strategically placed next to it. Detailed instructions on how to apply sit beneath, in a professional yet inviting font. The contact email, hello@yourmail.com, is highlighted at the bottom, framed by a minimalist email icon."
00193,Posts,Create a recruiting Instagram post to advertise a job vacancy for a UI/UX designer. Encourage passionate individuals to apply and provide a link to apply in the bio.,"An energetic, vibrant Instagram post showcasing a sleek, digital workstation bathed in soft light, a hovering graphic of a UI/UX design, and a call-to-action in bold, creative typography that reads ""Passionate about UI/UX Design? Join our dynamic team!"" Below, in smaller text, ""Link in Bio to Apply"". The background is a blend of cool blues and warm oranges, symbolizing the balance between technology and creativity."
00194,Posts,Create a recruitment advertisement for a creative director position.,"A vibrant, bustling design studio setting filled with creative paraphernalia. At the center, a vacant director's chair with a neon sign above glowing ""Creative Director Wanted"". On a large canvas in the backdrop, a montage of innovative works being sketched out in real-time. The foreground displays a diverse team of artists, eagerly looking towards the empty chair with anticipation."
00195,Posts,"Create an Instagram story ad for a Black Friday sale event, showcasing a discount of up to 50% off on the brand's favorite items. Encourage the user to swipe up for more details.","An enticing Instagram story ad for a Black Friday sale event. The ad features a bold, neon sign stating 'Up to 50% off!' amidst a flurry of the brand's best-selling items - clothes, accessories, and shoes - all in a monochrome theme. An animated, glowing arrow playfully bounces at the bottom, beckoning viewers to 'Swipe Up for More!'"
00196,Posts,Create a promotional post for a Black Friday and Cyber Monday sale featuring a Rubik's toy. The post highlights a 50% discount and directs customers to the website www.toys.sale.com for more information.,"Imagine a vibrant, eye-catching Black Friday and Cyber Monday promotional ad. In the foreground, a 3D Rubik's cube toy spins, its bright colors gleaming. Behind it, a bold 50% off discount tag pops out, grabbing attention. In the bottom corner, a sleek, clickable banner directing customers to www.toys.sale.com glows invitingly, offering more tantalizing deals."
00197,Posts,Design a promotional Instagram story for a store's Black Friday sale. Use the text 'Storewide 50% Off' and emphasize the theme of Black Friday.,"A dark, sophisticated Instagram story promoting a Black Friday sale. The background is a deep, midnight black speckled with small, white twinkling stars, symbolizing the darkest night of the year. The text ""Storewide 50% Off"" is displayed in bold, glittering gold letters at the center. The words are surrounded by an explosion of shopping bags, price tags, and elegant items, all cascading downwards in a mix of grayscale and gold, embodying the abundance of Black Friday."
00198,Posts,Promote a personal styling service for summer vacation outfits on Instagram. The contact number is +00 1357 2468 and website is www.website.com.,"An elegantly styled summer outfit is laid out under the golden rays of the afternoon sun. The arrangement includes a flirty sundress, a straw hat, chic sunglasses, and a pair of trendy sandals. In the corner, a stylishly designed card with the contact number '+00 1357 2468' and the website 'www.website.com' is tastefully displayed. The backdrop is a vibrant beach scene with azure waves lapping onto the shore, promoting a personal styling service for summer vacations."
00199,Posts,"Design an Instagram story promoting a stand-up comedy show at a comedy club every Friday from 9-11PM with free entry. The design should feature a black stool and microphone on stage, and showcase the artist performing. The club's name is club.com.","An engaging Instagram story highlighting the vibrant, exuberant atmosphere of Club.com's stand-up comedy show. A single black stool sits under a spotlight on a small stage, a microphone poised expectantly upon it. The background is a blur of laughter and applause, with an animated artist in mid-performance. Bold, neon letters announce: ""Every Friday, 9-11PM, Free Entry"". The energy of this comedy club is almost tangible, inviting everyone to join the fun."
00200,Posts,"Create an advertisement for a moving and storage service, emphasizing the importance of secure and worry-free storage solutions. Include the company's logo.","An attention-grabbing advertisement for a prestigious moving and storage service. The backdrop is a vast, well-organized warehouse with rows of securely sealed storage units, each filled with neatly stacked belongings, bathed in soft, inviting light. Emphasized in the center is the company's bold, trustworthy logo. Above it, the words ""Secure, Worry-Free Storage Solutions"" shine in polished, confident letters, assuring potential customers of their impeccable services."
